Alabama,496917747.0200021
Alaska,112529057.50999977
Arizona,468806641.11999935
Arkansas,308960128.43999934
California,3660937862.2100205
Colorado,333643259.6200014
Connecticut,661932747.0199931
DC,192055993.99000013
Delaware,170816475.32
Florida,1851466369.8299983
Georgia,825112376.0700018
Hawaii,268379490.02000022
Idaho,133958181.15000048
Illinois,1374573957.7800016
Indiana,896472272.2500023
Iowa,267692000.68000022
Kansas,200760055.53000027
Kentucky,553454035.9899999
Louisiana,908412060.2699935
Maine,203050242.47000074
Maryland,602174734.9699987
Massachusetts,778618658.9899982
Michigan,985723283.9499975
Minnesota,615748293.7400005
Mississippi,373543817.4399998
Missouri,1038098028.7399982
Montana,69429042.87999986
Nebraska,168795570.36000046
Nevada,135121356.88000003
New Hampshire,105876185.85999995
New Jersey,815259621.0199972
New Mexico,190829290.84000003
New York,4147588307.5800176
North Carolina,1216492145.1700006
North Dakota,31094811.10000009
Ohio,1719123188.8100097
Oklahoma,418489120.50999755
Oregon,280203534.9399998
Pennsylvania,1637398480.3000035
Rhode Island,89065547.27000047
South Carolina,415841074.550002
South Dakota,44796199.90000019
Tennessee,831514844.0899937
Texas,2631959656.8199987
Utah,163964065.80999872
Vermont,117289899.65000036
Virginia,806699316.13
Washington,365113189.2399993
West Virginia,356426539.84000194
Wisconsin,718843674.4700012
Wyoming,30630001.719999984
XX,37976860399.61043
