Alabama,550068850.6000004
Alaska,58766719.51999991
Arizona,693489619.8999956
Arkansas,351859884.2799994
California,5128927854.890006
Colorado,579641219.7500024
Connecticut,906738587.360003
DC,119891556.99000059
Delaware,193748275.40000102
Florida,2350233432.950005
Georgia,944467376.8899955
Hawaii,388325613.6400003
Idaho,152501413.95000115
Illinois,1163418362.8399963
Indiana,1058196565.1899979
Iowa,347830745.0699959
Kansas,458956496.3300037
Kentucky,788256312.8399963
Louisiana,605782820.310001
Maine,200811312.92999932
Maryland,833140575.3499987
Massachusetts,996773714.4199988
Michigan,1317981979.089998
Minnesota,826719690.9300022
Mississippi,414970424.91000015
Missouri,1091209341.7799995
Montana,86354008.2099997
Nebraska,171200450.1399996
Nevada,243544590.16999945
New Hampshire,86492702.38000034
New Jersey,984612909.0000048
New Mexico,221017961.2700004
New York,5091879726.219996
North Carolina,1495549804.9199927
North Dakota,41939694.92000005
Ohio,1770650138.9700327
Oklahoma,461767759.70999944
Oregon,453367331.71000534
Pennsylvania,1899695163.869987
Rhode Island,137312674.02000144
South Carolina,387205874.98000014
South Dakota,71198101.92999999
Tennessee,870010994.0100005
Texas,2857713272.0800138
Utah,171257064.32999942
Vermont,138682145.70999998
Virginia,1982182199.4500082
Washington,634243317.880001
West Virginia,462895077.52000296
Wisconsin,852965428.3100009
Wyoming,31519273.47000002
XX,47078114991.52955
