Alabama,619355202.3499998
Alaska,73410185.37000023
Arizona,957727753.5599936
Arkansas,349652775.0600028
California,7131050190.2800045
Colorado,759109861.8300047
Connecticut,1162626366.839989
DC,145430751.11999926
Delaware,204668023.23000127
Florida,2638117291.0799627
Georgia,1077258184.0100017
Hawaii,1011790682.1000044
Idaho,176360391.46000016
Illinois,1396623959.8800015
Indiana,1142672141.0600026
Iowa,444719915.5199991
Kansas,256730321.969999
Kentucky,1047653404.6799983
Louisiana,744262120.6900033
Maine,228653646.88000157
Maryland,1028159106.8299994
Massachusetts,1130324824.02
Michigan,1603560003.739987
Minnesota,858384933.830008
Mississippi,518595467.1700031
Missouri,1235983739.0199966
Montana,100950922.92000048
Nebraska,166986653.37999895
Nevada,354786828.3499987
New Hampshire,106267487.09000015
New Jersey,1364807148.9200008
New Mexico,288004958.9799998
New York,5375022920.289948
North Carolina,1688154172.4999948
North Dakota,56517112.22000011
Ohio,2639458455.7500095
Oklahoma,468671676.74000084
Oregon,617705245.2899973
Pennsylvania,2314382593.3999867
Rhode Island,185332238.35999858
South Carolina,313796619.5599973
South Dakota,88756593.64000003
Tennessee,964246236.3499998
Texas,3099302084.199944
Utah,179718869.29000056
Vermont,164482790.68999892
Virginia,1022617026.4200027
Washington,840444615.3800027
West Virginia,534438546.7199997
Wisconsin,1006918989.3300006
Wyoming,33762871.16000006
XX,55620114965.09031
