Alabama,492386467.7700034
Alaska,165198293.33000028
Arizona,717109817.5600003
Arkansas,311954713.42000157
California,3953023101.6300006
Colorado,304160637.56000084
Connecticut,604509699.4700003
DC,108652817.64999989
Delaware,148989370.67999995
Florida,1799637879.920004
Georgia,697282123.059995
Hawaii,492253275.50999933
Idaho,129600657.64999983
Illinois,1107374679.1500037
Indiana,739350471.8199971
Iowa,255877619.64000002
Kansas,204407742.12000036
Kentucky,754401033.509993
Louisiana,899478688.4700052
Maine,205314935.30999893
Maryland,590163928.5100001
Massachusetts,754623831.0600021
Michigan,1011630830.1999989
Minnesota,592372266.9399971
Mississippi,349637896.1000008
Missouri,986734792.2799963
Montana,70954384.89999999
Nebraska,164758319.5599995
Nevada,147897188.79999992
New Hampshire,100891669.39999998
New Jersey,686986025.509996
New Mexico,172757072.8400002
New York,4834686217.739996
North Carolina,1183528655.7499993
North Dakota,31637869.500000056
Ohio,1342169605.360003
Oklahoma,389642168.8399994
Oregon,306148208.2799983
Pennsylvania,1760089453.7100253
Rhode Island,89318358.56000027
South Carolina,411034145.47000104
South Dakota,40594383.41999977
Tennessee,801167446.4300058
Texas,2523987119.769987
Utah,175627333.1299997
Vermont,111913471.6800002
Virginia,632935477.5100044
Washington,513769495.98999804
West Virginia,374313825.99
Wisconsin,706977146.3600014
Wyoming,32463967.890000083
XX,37783429301.77994
