Alabama,479118248.1599971
Alaska,121183707.40000018
Arizona,476895244.04999673
Arkansas,311096524.6100018
California,3672208308.58005
Colorado,251842917.32000113
Connecticut,506400897.73999923
DC,67281865.02999984
Delaware,127130803.49999961
Florida,1507242302.4300137
Georgia,619473310.5700029
Hawaii,232657545.97000015
Idaho,117376113.30999964
Illinois,1374028610.3099942
Indiana,750996298.5199935
Iowa,235404492.04999876
Kansas,176445092.39999974
Kentucky,650205206.9500008
Louisiana,869598005.9300002
Maine,180470798.28999978
Maryland,493105297.9199956
Massachusetts,663542033.7900038
Michigan,813738151.3199975
Minnesota,392514170.2599999
Mississippi,320829122.41000205
Missouri,898449793.6700025
Montana,62644401.500000365
Nebraska,144122678.90000013
Nevada,120003835.34000035
New Hampshire,99527034.9599998
New Jersey,666998909.6600013
New Mexico,33380936.000000007
New York,4506953930.469973
North Carolina,1134413731.2699926
North Dakota,29275011.140000045
Ohio,1356629901.8700013
Oklahoma,398050924.16000074
Oregon,210083617.68999988
Pennsylvania,951880960.2700057
Rhode Island,69174441.10999976
South Carolina,384430850.56999946
South Dakota,45746460.27999998
Tennessee,738667023.379997
Texas,2354023585.830011
Utah,152068987.41000035
Vermont,111819289.58000031
Virginia,284742780.2400001
Washington,372582034.83999723
West Virginia,347305268.7799983
Wisconsin,653201048.8900009
Wyoming,31445665.460000012
XX,32989906941.56006
